customer_id,transaction_amount,category,merchant,age,gender,spend_tier,cluster,persona
840935,2616.05,Travel,goodman robertson,50,F,Very High,2,Very High Spend — Travel
840937,891.48,Travel,dennis sanchez and collins,39,F,High,2,High Spend — Travel
840941,581.89,Electronics,richardson rodriguez,26,F,High,3,High Spend — Electronics
840948,99.82,Restaurant,cook sloan and mckee,28,F,Low,0,Low Spend — Restaurant
840950,24.91,Restaurant,singh group,55,M,Low,0,Low Spend — Restaurant
840953,13.28,Restaurant,savage cooper,33,M,Low,0,Low Spend — Restaurant
840995,277.9,Market,reynolds plc,21,M,Mid,1,Mid Spend — Market
841036,122.4,Cosmetic,johnson ltd,58,M,Low,1,Low Spend — Market
841050,86.02,Restaurant,valdez gray and williams,36,M,Low,0,Low Spend — Restaurant
841118,64.01,Market,beard gonzalez,45,M,Low,1,Low Spend — Market
841123,114.5,Market,reynolds watkins,44,M,Low,1,Low Spend — Market
841133,2044.3,Travel,rivers jackson and green,74,F,Very High,2,Very High Spend — Travel
841134,315.16,Market,grant group,45,M,Mid,1,Mid Spend — Market
841136,152.8,Cosmetic,dawson nolan,40,M,Low,1,Low Spend — Market
841172,647.27,Electronics,jenkins ltd,28,M,High,3,High Spend — Electronics
841184,138.39,Cosmetic,white inc,56,M,Low,1,Low Spend — Market
841208,90.04,Restaurant,anderson collins and jenkins,61,M,Low,0,Low Spend — Restaurant
841333,192.39,Cosmetic,wang young,43,M,Mid,1,Mid Spend — Market
841369,74.51,Restaurant,flores miller,76,Unknown,Low,0,Low Spend — Restaurant
841375,2387.73,Travel,martinez jones,34,F,Very High,2,Very High Spend — Travel
841386,43.58,Restaurant,soto munoz and boyle,23,F,Low,0,Low Spend — Restaurant
841444,129.34,Clothing,little ltd,45,F,Low,1,Low Spend — Market
841461,185.15,Market,navarro group,57,M,Mid,1,Mid Spend — Market
841468,193.8,Market,roman phillips and washington,38,Unknown,Mid,1,Mid Spend — Market
841496,24.27,Restaurant,vargas and sons,75,F,Low,0,Low Spend — Restaurant
841514,173.08,Cosmetic,daniels ltd,72,M,Low,1,Low Spend — Market
841586,93.25,Restaurant,barnes cruz,32,F,Low,0,Low Spend — Restaurant
841604,51.59,Electronics,benson llc,59,M,Low,3,Low Spend — Electronics
841616,277.52,Clothing,walker murphy and meyer,62,M,Mid,1,Mid Spend — Market
841653,49.16,Cosmetic,phillips inc,25,M,Low,1,Low Spend — Market
841702,401.41,Electronics,perez group,61,F,Mid,3,Mid Spend — Electronics
841720,394.54,Market,mccullough group,72,M,Mid,1,Mid Spend — Market
841752,1627.72,Travel,johnson mack,65,M,Very High,2,Very High Spend — Travel
841787,153.97,Market,wilkinson ltd,71,M,Low,1,Low Spend — Market
841789,854.37,Electronics,smith willis and hartman,47,F,High,3,High Spend — Electronics
841799,222.36,Clothing,torres rush and ray,50,M,Mid,1,Mid Spend — Market
841860,118.84,Cosmetic,lawrence jackson,21,Unknown,Low,1,Low Spend — Market
841864,1534.19,Travel,gilbert joseph,21,F,Very High,2,Very High Spend — Travel
841877,1483.28,Travel,jones waters and martinez,45,M,Very High,2,Very High Spend — Travel
841921,122.8,Clothing,jones hill,32,M,Low,1,Low Spend — Market
841955,174.05,Clothing,nguyen plc,27,F,Low,1,Low Spend — Market
841964,51.48,Restaurant,austin miller and hamilton,32,M,Low,0,Low Spend — Restaurant
842022,109.79,Market,woodard davis,46,M,Low,1,Low Spend — Market
842052,1737.34,Travel,stone inc,59,F,Very High,2,Very High Spend — Travel
842080,272.97,Clothing,smith ltd,77,F,Mid,1,Mid Spend — Market
842099,115.08,Cosmetic,gonzales stewart,57,M,Low,1,Low Spend — Market
842108,123.48,Electronics,burns plc,38,F,Low,3,Low Spend — Electronics
842120,47.6,Restaurant,miller serrano,35,Unknown,Low,0,Low Spend — Restaurant
842136,34.23,Restaurant,collins perez,36,M,Low,0,Low Spend — Restaurant
842149,225.86,Clothing,smith harris,50,F,Mid,1,Mid Spend — Market
842157,213.68,Travel,boone collins,36,M,Mid,2,Mid Spend — Travel
842203,2956.07,Travel,stuart thomas,29,F,Very High,2,Very High Spend — Travel
842205,178.76,Cosmetic,carr day and galvan,52,M,Low,1,Low Spend — Market
842262,1966.83,Travel,vargas colon,32,F,Very High,2,Very High Spend — Travel
842283,645.68,Electronics,jensen holden,62,F,High,3,High Spend — Electronics
842300,70.02,Cosmetic,butler garcia and martin,50,M,Low,1,Low Spend — Market
842312,93.13,Restaurant,spencer patterson and peterson,42,M,Low,0,Low Spend — Restaurant
842359,74.91,Market,preston thornton and hamilton,40,F,Low,1,Low Spend — Market
842377,2213.07,Travel,ward fuller,53,M,Very High,2,Very High Spend — Travel
842383,82.17,Restaurant,morales mora,55,F,Low,0,Low Spend — Restaurant
842409,831.07,Electronics,acosta palmer and allen,36,M,High,3,High Spend — Electronics
842416,161.17,Market,davis inc,34,F,Low,1,Low Spend — Market
842490,227.65,Clothing,thomas llc,30,M,Mid,1,Mid Spend — Market
842516,37.92,Restaurant,daniels spears,55,M,Low,0,Low Spend — Restaurant
842573,1654.93,Travel,daugherty baker and roberson,47,M,Very High,2,Very High Spend — Travel
842598,150.31,Clothing,crawford jackson,73,F,Low,1,Low Spend — Market
842605,130.64,Market,lee griffith and gonzalez,62,F,Low,1,Low Spend — Market
842612,2809.16,Travel,conway carpenter,39,M,Very High,2,Very High Spend — Travel
842631,490.48,Electronics,terry johnson and williams,72,Unknown,High,3,High Spend — Electronics
842637,474.11,Electronics,herman lewis,60,F,High,3,High Spend — Electronics
842708,125.13,Electronics,powell solis and dominguez,33,Unknown,Low,3,Low Spend — Electronics
842729,931.99,Travel,smith baker,37,M,High,2,High Spend — Travel
842730,189.94,Cosmetic,owen llc,54,M,Mid,1,Mid Spend — Market
842737,891.97,Electronics,morris mason and fletcher,29,F,High,3,High Spend — Electronics
842744,23.93,Restaurant,lee inc,61,F,Low,0,Low Spend — Restaurant
842766,172.51,Electronics,butler bean,54,F,Low,3,Low Spend — Electronics
842770,215.06,Clothing,little ltd,60,M,Mid,1,Mid Spend — Market
842793,165.71,Cosmetic,martin rich and pratt,61,F,Low,1,Low Spend — Market
842805,2800.26,Travel,scott ltd,22,F,Very High,2,Very High Spend — Travel
842813,41.27,Restaurant,martin rodriguez,29,M,Low,0,Low Spend — Restaurant
842909,44.42,Market,anderson ramsey and wilkinson,48,M,Low,1,Low Spend — Market
842938,126.49,Market,perry ltd,37,F,Low,1,Low Spend — Market
842944,191.82,Cosmetic,davis cole and stevens,30,M,Mid,1,Mid Spend — Market
843017,21.91,Cosmetic,hays barton and weiss,77,M,Low,1,Low Spend — Market
843048,550.86,Electronics,evans hill,20,F,High,3,High Spend — Electronics
843050,182.75,Cosmetic,gonzales wilson and ross,53,M,Mid,1,Mid Spend — Market
843059,16.13,Cosmetic,thompson taylor and smith,28,F,Low,1,Low Spend — Market
843060,196.09,Cosmetic,ray evans and ho,48,F,Mid,1,Mid Spend — Market
843074,80.64,Restaurant,sandoval hampton,60,F,Low,0,Low Spend — Restaurant
843096,337.07,Market,anderson cline,40,F,Mid,1,Mid Spend — Market
843098,372.56,Market,king medina and edwards,24,M,Mid,1,Mid Spend — Market
843100,99.17,Restaurant,burke inc,70,F,Low,0,Low Spend — Restaurant
843103,75.96,Restaurant,gilbert jones,56,M,Low,0,Low Spend — Restaurant
843145,238.15,Clothing,black lucero and gonzalez,23,F,Mid,1,Mid Spend — Market
843150,108.99,Clothing,giles taylor,40,M,Low,1,Low Spend — Market
843167,2636.89,Travel,cross gibbs and cross,57,F,Very High,2,Very High Spend — Travel
843169,276.11,Clothing,mason rodriguez and peterson,50,F,Mid,1,Mid Spend — Market
843178,29.62,Market,cummings inc,32,Unknown,Low,1,Low Spend — Market
843183,1646.34,Travel,mcclain plc,52,F,Very High,2,Very High Spend — Travel
843186,64.79,Restaurant,miller murray and white,22,F,Low,0,Low Spend — Restaurant
843232,24.16,Cosmetic,nguyen jones and bridges,73,F,Low,1,Low Spend — Market
843245,71.47,Market,huff fernandez,33,M,Low,1,Low Spend — Market
843248,151.35,Clothing,duarte conway,47,M,Low,1,Low Spend — Market
843292,42.32,Cosmetic,young henderson,46,M,Low,1,Low Spend — Market
843298,147.81,Cosmetic,schroeder and sons,27,F,Low,1,Low Spend — Market
843350,180.23,Cosmetic,dominguez simpson,75,M,Low,1,Low Spend — Market
843361,747.69,Electronics,soto powell,58,M,High,3,High Spend — Electronics
843384,1080.6,Travel,melton wright,74,M,High,2,High Spend — Travel
843390,29.49,Restaurant,warren plc,74,Unknown,Low,0,Low Spend — Restaurant
843408,606.07,Electronics,hernandez group,57,F,High,3,High Spend — Electronics
843409,153.17,Cosmetic,king jensen and scott,26,F,Low,1,Low Spend — Market
843449,174.24,Cosmetic,blackburn franco,23,F,Low,1,Low Spend — Market
843464,2559.09,Travel,smith and sons,41,M,Very High,2,Very High Spend — Travel
843465,11.77,Cosmetic,huffman llc,52,F,Low,1,Low Spend — Market
843482,13.8,Restaurant,padilla group,55,F,Low,0,Low Spend — Restaurant
843494,77.92,Restaurant,morris plc,22,M,Low,0,Low Spend — Restaurant
843499,236.31,Clothing,waters ltd,44,M,Mid,1,Mid Spend — Market
843551,26.65,Restaurant,nelson johnson,32,F,Low,0,Low Spend — Restaurant
843567,443.2,Market,espinoza martin and martinez,60,M,Mid,1,Mid Spend — Market
843570,119.53,Electronics,bryant wilson,48,M,Low,3,Low Spend — Electronics
843573,90.37,Cosmetic,rivera green and castro,37,Unknown,Low,1,Low Spend — Market
843699,150.58,Cosmetic,carlson roberts and ellis,40,F,Low,1,Low Spend — Market
843702,476.29,Travel,flores ramirez,65,M,High,2,High Spend — Travel
843743,209.43,Clothing,figueroa ltd,50,F,Mid,1,Mid Spend — Market
843760,602.48,Electronics,torres martinez and fuentes,64,M,High,3,High Spend — Electronics
843772,380.08,Electronics,barnes simpson and kerr,33,M,Mid,3,Mid Spend — Electronics
843773,447.04,Travel,lopez haney,33,F,Mid,2,Mid Spend — Travel
843794,819.91,Travel,wells craig,49,M,High,2,High Spend — Travel
843803,944.78,Electronics,morrow bradley,42,F,High,3,High Spend — Electronics
843845,35.47,Clothing,scott group,51,F,Low,1,Low Spend — Market
843852,279.17,Clothing,myers morales and huffman,73,M,Mid,1,Mid Spend — Market
843855,62.25,Clothing,jensen hernandez,64,Unknown,Low,1,Low Spend — Market
843874,340.4,Market,graves porter and lewis,21,F,Mid,1,Mid Spend — Market
843900,912.17,Electronics,white white,60,F,High,3,High Spend — Electronics
843905,92.0,Restaurant,parker wang and bennett,28,M,Low,0,Low Spend — Restaurant
843913,105.9,Cosmetic,willis edwards and macdonald,53,F,Low,1,Low Spend — Market
843953,126.45,Clothing,haynes ramos and schneider,70,F,Low,1,Low Spend — Market
843977,446.68,Electronics,lee jackson and gonzalez,28,M,Mid,3,Mid Spend — Electronics
843985,1892.5,Travel,harmon brown and young,26,F,Very High,2,Very High Spend — Travel
843993,1835.29,Travel,reese parker,31,F,Very High,2,Very High Spend — Travel
844013,20.73,Clothing,nelson and sons,45,F,Low,1,Low Spend — Market
844027,830.02,Travel,moreno ltd,46,F,High,2,High Spend — Travel
844031,117.76,Cosmetic,rojas miles,72,F,Low,1,Low Spend — Market
844107,22.31,Restaurant,lee inc,55,F,Low,0,Low Spend — Restaurant
844133,596.04,Electronics,callahan and sons,21,M,High,3,High Spend — Electronics
844134,2346.99,Travel,kemp underwood,48,F,Very High,2,Very High Spend — Travel
844147,251.68,Clothing,miller patel,66,M,Mid,1,Mid Spend — Market
844157,349.0,Market,smith turner,35,M,Mid,1,Mid Spend — Market
844163,104.16,Market,williams inc,65,F,Low,1,Low Spend — Market
844183,266.54,Clothing,cooley inc,45,F,Mid,1,Mid Spend — Market
844190,292.23,Clothing,hamilton harrell and medina,49,M,Mid,1,Mid Spend — Market
844220,127.7,Travel,haley stone,35,F,Low,2,Low Spend — Travel
844254,134.09,Clothing,newton waller,37,M,Low,1,Low Spend — Market
844263,130.32,Market,holt martin and moses,35,Unknown,Low,1,Low Spend — Market
844307,520.34,Electronics,sanchez williams,55,M,High,3,High Spend — Electronics
844330,61.5,Clothing,hamilton ltd,26,F,Low,1,Low Spend — Market
844361,71.26,Cosmetic,jones brooks,45,M,Low,1,Low Spend — Market
844375,113.87,Clothing,olson llc,35,Unknown,Low,1,Low Spend — Market
844418,113.32,Clothing,edwards ford and hines,46,M,Low,1,Low Spend — Market
844447,68.44,Restaurant,webb chapman and roberts,50,F,Low,0,Low Spend — Restaurant
844476,115.01,Market,hernandez and sons,42,Unknown,Low,1,Low Spend — Market
844508,75.3,Restaurant,mora llc,76,M,Low,0,Low Spend — Restaurant
844511,98.26,Restaurant,ryan skinner and holland,63,M,Low,0,Low Spend — Restaurant
844529,50.41,Clothing,johnson kennedy and welch,35,F,Low,1,Low Spend — Market
844581,477.29,Market,casey hogan and bowers,47,Unknown,High,1,High Spend — Market
844599,92.5,Cosmetic,parrish ltd,59,M,Low,1,Low Spend — Market
844604,247.57,Clothing,figueroa sanchez,37,Unknown,Mid,1,Mid Spend — Market
844607,20.41,Restaurant,griffin ramos,73,F,Low,0,Low Spend — Restaurant
844614,336.66,Market,cooper anderson and smith,75,M,Mid,1,Mid Spend — Market
844627,1775.52,Travel,valdez robertson,24,Unknown,Very High,2,Very High Spend — Travel
844657,42.37,Restaurant,becker davis,38,M,Low,0,Low Spend — Restaurant
844676,99.32,Restaurant,curtis burton and blake,72,F,Low,0,Low Spend — Restaurant
844694,67.7,Cosmetic,davis caldwell,22,M,Low,1,Low Spend — Market
844698,41.1,Restaurant,mason dominguez and diaz,32,M,Low,0,Low Spend — Restaurant
844748,539.28,Electronics,perez hughes,41,M,High,3,High Spend — Electronics
844759,1577.17,Travel,morales clark and kelly,43,M,Very High,2,Very High Spend — Travel
844772,784.86,Electronics,rodriguez inc,71,M,High,3,High Spend — Electronics
844792,74.83,Clothing,leach aguilar,57,Unknown,Low,1,Low Spend — Market
844800,802.23,Travel,elliott west,68,F,High,2,High Spend — Travel
844803,128.92,Electronics,ray hunt and santiago,40,F,Low,3,Low Spend — Electronics
844848,51.22,Restaurant,henry williams and schmidt,60,F,Low,0,Low Spend — Restaurant
844873,1098.1,Travel,ibarra scott,44,M,High,2,High Spend — Travel
844881,1164.0,Travel,terrell ltd,66,M,High,2,High Spend — Travel
844885,233.36,Clothing,carter drake and cox,73,M,Mid,1,Mid Spend — Market
844898,405.58,Market,robinson morton and hensley,25,F,Mid,1,Mid Spend — Market
844901,198.84,Market,li castro,69,F,Mid,1,Mid Spend — Market
844906,172.0,Electronics,acosta collins and grant,64,Unknown,Low,3,Low Spend — Electronics
844951,55.14,Restaurant,snyder garcia and dodson,58,F,Low,0,Low Spend — Restaurant
844962,186.61,Market,jefferson cummings,65,Unknown,Mid,1,Mid Spend — Market
844965,17.22,Restaurant,brown greer and king,29,Unknown,Low,0,Low Spend — Restaurant
844980,449.39,Market,mendoza robinson and park,76,F,Mid,1,Mid Spend — Market
845014,171.24,Market,garcia brooks,51,M,Low,1,Low Spend — Market
845023,101.32,Cosmetic,thomas perez and phillips,53,F,Low,1,Low Spend — Market
845061,70.87,Restaurant,rivera hughes,26,F,Low,0,Low Spend — Restaurant
845070,256.0,Electronics,montgomery faulkner,45,M,Mid,3,Mid Spend — Electronics
845077,46.66,Cosmetic,nelson llc,21,M,Low,1,Low Spend — Market
845095,276.94,Market,campos williams and house,51,F,Mid,1,Mid Spend — Market
845140,1878.68,Travel,mahoney lee and davis,26,F,Very High,2,Very High Spend — Travel
845143,29.83,Cosmetic,frost clarke,47,F,Low,1,Low Spend — Market
845147,241.12,Clothing,fernandez group,71,F,Mid,1,Mid Spend — Market
845188,84.1,Cosmetic,long young and patel,54,F,Low,1,Low Spend — Market
845195,101.61,Clothing,smith hoover,74,F,Low,1,Low Spend — Market
845197,527.18,Travel,daniels perry and parker,74,F,High,2,High Spend — Travel
845216,250.99,Clothing,stevens llc,64,M,Mid,1,Mid Spend — Market
845218,374.28,Electronics,curtis patterson and santiago,44,M,Mid,3,Mid Spend — Electronics
845264,21.53,Cosmetic,davis plc,59,F,Low,1,Low Spend — Market
845287,60.74,Clothing,stephenson woodward,48,F,Low,1,Low Spend — Market
845289,2187.47,Travel,stevens and sons,59,M,Very High,2,Very High Spend — Travel
845292,746.84,Electronics,rogers hernandez and castillo,56,F,High,3,High Spend — Electronics
845301,692.25,Electronics,ross ltd,58,M,High,3,High Spend — Electronics
845357,86.64,Clothing,holt frazier,61,M,Low,1,Low Spend — Market
845391,68.38,Restaurant,hawkins lester,62,F,Low,0,Low Spend — Restaurant
845396,778.64,Electronics,macdonald ortiz,37,F,High,3,High Spend — Electronics
845414,98.18,Restaurant,stanton plc,72,Unknown,Low,0,Low Spend — Restaurant
845416,2555.18,Travel,gregory and sons,25,Unknown,Very High,2,Very High Spend — Travel
845457,477.39,Market,henson inc,23,F,High,1,High Spend — Market
845497,118.13,Clothing,gordon llc,54,M,Low,1,Low Spend — Market
845517,284.88,Clothing,roberts oneal and bailey,45,M,Mid,1,Mid Spend — Market
845529,472.08,Market,kelly ltd,58,F,High,1,High Spend — Market
845552,343.48,Electronics,lopez fox,54,F,Mid,3,Mid Spend — Electronics
845567,147.72,Cosmetic,nguyen llc,69,F,Low,1,Low Spend — Market
845612,79.47,Restaurant,bean wright,25,F,Low,0,Low Spend — Restaurant
845633,93.71,Restaurant,hill barnes and burch,43,Unknown,Low,0,Low Spend — Restaurant
845635,364.45,Electronics,green plc,67,F,Mid,3,Mid Spend — Electronics
845652,72.54,Restaurant,parker group,69,F,Low,0,Low Spend — Restaurant
845653,149.35,Clothing,brown ltd,48,M,Low,1,Low Spend — Market
845684,957.77,Electronics,hamilton stephenson and mckinney,29,M,High,3,High Spend — Electronics
845694,948.77,Electronics,pham llc,48,Unknown,High,3,High Spend — Electronics
845715,138.6,Clothing,greene johnson and finley,51,F,Low,1,Low Spend — Market
845784,49.55,Restaurant,patterson stephens and mills,64,Unknown,Low,0,Low Spend — Restaurant
845785,40.19,Restaurant,wade jackson,42,F,Low,0,Low Spend — Restaurant
845798,398.76,Market,weber group,35,M,Mid,1,Mid Spend — Market
845805,75.93,Restaurant,francis bond and johnson,54,F,Low,0,Low Spend — Restaurant
845811,140.46,Cosmetic,lopez mccormick,33,F,Low,1,Low Spend — Market
845813,613.02,Electronics,braun bates and adams,57,M,High,3,High Spend — Electronics
845814,63.19,Cosmetic,patel mcfarland,70,F,Low,1,Low Spend — Market
845829,218.72,Clothing,mathis cooper and lynn,21,M,Mid,1,Mid Spend — Market
845831,1617.01,Travel,delgado llc,23,M,Very High,2,Very High Spend — Travel
845851,2367.25,Travel,nelson black,74,F,Very High,2,Very High Spend — Travel
845895,53.74,Clothing,bentley and sons,21,F,Low,1,Low Spend — Market
845920,747.25,Travel,williams and sons,38,F,High,2,High Spend — Travel
845956,59.84,Restaurant,johnson meyers and schmidt,52,F,Low,0,Low Spend — Restaurant
845965,409.2,Market,fields washington,29,F,Mid,1,Mid Spend — Market
845997,84.42,Restaurant,rose jenkins,68,M,Low,0,Low Spend — Restaurant
846054,101.07,Market,jones jackson and scott,59,M,Low,1,Low Spend — Market
846065,1325.18,Travel,roberts inc,25,M,Very High,2,Very High Spend — Travel
846083,66.43,Restaurant,clark and sons,31,M,Low,0,Low Spend — Restaurant
846091,2537.03,Travel,alvarez inc,56,F,Very High,2,Very High Spend — Travel
846113,259.99,Clothing,morris price,77,F,Mid,1,Mid Spend — Market
846114,89.23,Clothing,williams ray and carey,23,F,Low,1,Low Spend — Market
846134,951.27,Electronics,snyder plc,72,Unknown,High,3,High Spend — Electronics
846196,217.65,Clothing,mason plc,49,M,Mid,1,Mid Spend — Market
846205,45.83,Restaurant,blair cunningham,31,Unknown,Low,0,Low Spend — Restaurant
846211,98.42,Cosmetic,donaldson ltd,66,M,Low,1,Low Spend — Market
846212,10.29,Restaurant,vega dominguez,29,F,Low,0,Low Spend — Restaurant
846259,72.01,Restaurant,cain plc,21,F,Low,0,Low Spend — Restaurant
846263,2327.88,Travel,lee alvarado,32,F,Very High,2,Very High Spend — Travel
846288,458.61,Market,johnson holmes,49,F,Mid,1,Mid Spend — Market
846292,842.17,Electronics,walton carter and davis,73,M,High,3,High Spend — Electronics
846311,236.08,Travel,arellano johnson and fields,49,F,Mid,2,Mid Spend — Travel
846325,23.44,Restaurant,ross plc,46,M,Low,0,Low Spend — Restaurant
846351,67.66,Clothing,porter and sons,24,Unknown,Low,1,Low Spend — Market
846369,219.52,Market,salinas martin and turner,47,F,Mid,1,Mid Spend — Market
846382,39.86,Restaurant,wilson blair,49,Unknown,Low,0,Low Spend — Restaurant
846431,206.99,Clothing,taylor wyatt and carey,38,M,Mid,1,Mid Spend — Market
846436,148.26,Market,lee savage and castro,21,Unknown,Low,1,Low Spend — Market
846445,239.48,Clothing,price washington,42,M,Mid,1,Mid Spend — Market
846449,18.11,Cosmetic,leonard levy and cox,24,F,Low,1,Low Spend — Market
846467,91.24,Restaurant,carlson tran,32,F,Low,0,Low Spend — Restaurant
846472,478.37,Market,phillips mathis and brown,64,M,High,1,High Spend — Market
846499,30.22,Cosmetic,meyer llc,44,Unknown,Low,1,Low Spend — Market
846505,97.96,Cosmetic,malone mullins,24,F,Low,1,Low Spend — Market
846506,222.38,Market,greer kirby and short,21,M,Mid,1,Mid Spend — Market
846513,611.78,Travel,smith leonard,45,M,High,2,High Spend — Travel
846535,910.49,Electronics,bailey sutton and ayala,51,F,High,3,High Spend — Electronics
846538,183.87,Market,burns ltd,51,F,Mid,1,Mid Spend — Market
846576,110.13,Cosmetic,vargas durham and stevens,25,M,Low,1,Low Spend — Market
846622,56.6,Restaurant,french johnson and jackson,33,F,Low,0,Low Spend — Restaurant
846629,637.25,Travel,washington ellison,75,M,High,2,High Spend — Travel
846650,347.1,Market,lawrence figueroa and davis,49,M,Mid,1,Mid Spend — Market
846668,82.11,Cosmetic,reed plc,45,F,Low,1,Low Spend — Market
846684,17.43,Market,stanley stephens,23,F,Low,1,Low Spend — Market
846750,155.32,Cosmetic,krueger shelton and white,66,M,Low,1,Low Spend — Market
846767,26.27,Restaurant,perkins pugh,26,F,Low,0,Low Spend — Restaurant
846777,191.76,Clothing,schneider smith and walsh,71,M,Mid,1,Mid Spend — Market
846796,149.04,Cosmetic,miller group,24,M,Low,1,Low Spend — Market
846827,2740.59,Travel,hopkins ramirez and foster,69,F,Very High,2,Very High Spend — Travel
846844,17.07,Cosmetic,pineda newman,37,M,Low,1,Low Spend — Market
846845,63.22,Restaurant,miller and sons,21,M,Low,0,Low Spend — Restaurant
846861,86.92,Restaurant,wilson jones and smith,56,M,Low,0,Low Spend — Restaurant
846873,721.35,Travel,stuart ltd,34,Unknown,High,2,High Spend — Travel
846879,2150.61,Travel,donovan ltd,32,F,Very High,2,Very High Spend — Travel
846882,631.09,Electronics,west mitchell and jones,45,M,High,3,High Spend — Electronics
846885,956.03,Travel,beck anderson and aguilar,69,M,High,2,High Spend — Travel
846923,67.43,Clothing,flores lowe,23,M,Low,1,Low Spend — Market
846931,2242.68,Travel,nelson group,47,F,Very High,2,Very High Spend — Travel
846942,419.59,Market,fox lester,27,M,Mid,1,Mid Spend — Market
846970,2143.25,Travel,mayo llc,73,M,Very High,2,Very High Spend — Travel
846976,435.23,Market,atkins group,75,F,Mid,1,Mid Spend — Market
846977,453.95,Market,james ltd,31,M,Mid,1,Mid Spend — Market
847002,252.8,Clothing,parks watts and curtis,29,M,Mid,1,Mid Spend — Market
847005,90.97,Clothing,gonzalez inc,57,F,Low,1,Low Spend — Market
847018,1376.89,Travel,gordon berger,72,F,Very High,2,Very High Spend — Travel
847043,47.29,Market,gill rodriguez and ross,46,F,Low,1,Low Spend — Market
847047,169.76,Cosmetic,fletcher smith,41,F,Low,1,Low Spend — Market
847052,90.33,Market,watts sanders,45,F,Low,1,Low Spend — Market
847053,418.38,Market,salazar llc,29,F,Mid,1,Mid Spend — Market
847059,147.94,Electronics,blankenship cabrera and krause,66,M,Low,3,Low Spend — Electronics
847147,1752.23,Travel,jordan roberts and brown,51,M,Very High,2,Very High Spend — Travel
847191,412.77,Market,butler wright,64,F,Mid,1,Mid Spend — Market
847192,147.53,Cosmetic,wright llc,71,M,Low,1,Low Spend — Market
847214,141.23,Clothing,shaw sims,20,M,Low,1,Low Spend — Market
847241,1570.35,Travel,rodriguez group,44,M,Very High,2,Very High Spend — Travel
847280,19.95,Cosmetic,odonnell gallegos and gill,44,F,Low,1,Low Spend — Market
847291,38.07,Cosmetic,edwards good and wood,58,M,Low,1,Low Spend — Market
847297,460.04,Electronics,bullock fernandez and munoz,62,F,Mid,3,Mid Spend — Electronics
847358,2886.88,Travel,rojas plc,36,F,Very High,2,Very High Spend — Travel
847366,287.16,Market,thomas burke and robinson,68,M,Mid,1,Mid Spend — Market
847423,324.22,Market,fowler berger,52,F,Mid,1,Mid Spend — Market
847500,165.86,Market,sanders larson and villarreal,32,Unknown,Low,1,Low Spend — Market
847505,379.36,Travel,campbell carlson and lee,24,F,Mid,2,Mid Spend — Travel
847515,54.18,Restaurant,king mueller and bennett,27,M,Low,0,Low Spend — Restaurant
847544,18.37,Market,love and sons,56,M,Low,1,Low Spend — Market
847583,1891.96,Travel,ponce thompson and webster,59,F,Very High,2,Very High Spend — Travel
847609,157.27,Clothing,burton norton and lyons,40,F,Low,1,Low Spend — Market
847611,218.23,Market,orozco plc,43,F,Mid,1,Mid Spend — Market
847631,267.67,Clothing,santana stewart,32,F,Mid,1,Mid Spend — Market
847642,197.49,Market,jones buchanan,60,M,Mid,1,Mid Spend — Market
847655,28.68,Clothing,haynes quinn and baker,32,Unknown,Low,1,Low Spend — Market
847744,21.94,Restaurant,daniels burns and gray,41,M,Low,0,Low Spend — Restaurant
847758,50.12,Cosmetic,hicks and sons,26,M,Low,1,Low Spend — Market
847779,892.82,Travel,shepherd glover and smith,45,M,High,2,High Spend — Travel
847811,111.65,Electronics,baker inc,45,F,Low,3,Low Spend — Electronics
847813,10.84,Restaurant,mccann robles,48,F,Low,0,Low Spend — Restaurant
847856,18.95,Market,mendoza and sons,40,M,Low,1,Low Spend — Market
847910,159.85,Cosmetic,smith ltd,51,M,Low,1,Low Spend — Market
847941,76.3,Restaurant,wilson plc,36,F,Low,0,Low Spend — Restaurant
847945,50.5,Restaurant,bridges llc,76,M,Low,0,Low Spend — Restaurant
847946,154.23,Clothing,simpson inc,57,F,Low,1,Low Spend — Market
847952,59.97,Electronics,roberts ltd,68,M,Low,3,Low Spend — Electronics
847998,588.74,Electronics,wilson and sons,31,F,High,3,High Spend — Electronics
848047,1836.03,Travel,rodriguez lawrence and west,56,F,Very High,2,Very High Spend — Travel
848067,125.73,Cosmetic,jones group,26,M,Low,1,Low Spend — Market
848102,868.71,Electronics,rosario hamilton and peterson,42,F,High,3,High Spend — Electronics
848130,656.15,Electronics,robles ltd,59,F,High,3,High Spend — Electronics
848131,109.14,Electronics,calhoun plc,24,F,Low,3,Low Spend — Electronics
848138,40.73,Restaurant,chavez plc,35,F,Low,0,Low Spend — Restaurant
848144,30.07,Restaurant,moran inc,64,F,Low,0,Low Spend — Restaurant
848157,218.53,Market,mcmahon inc,39,M,Mid,1,Mid Spend — Market
848160,267.18,Electronics,hansen and sons,55,F,Mid,3,Mid Spend — Electronics
848164,179.83,Clothing,hernandez group,37,Unknown,Low,1,Low Spend — Market
848168,136.63,Travel,king inc,48,M,Low,2,Low Spend — Travel
848181,118.24,Cosmetic,rodgers plc,26,F,Low,1,Low Spend — Market
848209,21.91,Restaurant,mccoy sheppard and brown,40,F,Low,0,Low Spend — Restaurant
848305,190.48,Cosmetic,hernandez holmes and campbell,49,F,Mid,1,Mid Spend — Market
